id,sentences
5525,"A man is very concentrated playing pool, while two men and a lady have a conversation behind him. He joins them in the conversation and they speak for a while."
5526,A girl waves at the camera before we see a baseball field.
5527,A man is seen sitting in front of a bucket holding clothes in his hands.
5528,A man is seen sitting in front of a bucket holding clothes in his hands. Another person is seen sitting next to him sticking his hand in a bucket.
5529,A woman is standing outside in the snow talking to a man.
5530,"A man talks in a shop and shows a kite and a spool of thread, then the man goes to the park with two kids to fly kites. The man continues talking in the shop explaining the kite."
5531,"After, the man continues talking in the shop showing kites in bags, then the man and the kids fly kites in the park."
5532,An indoor track meet is shown with the triple jump.
5533,"A little boy is in the playground with a grown man, the man opened the container with sandwich, and then the boy played the sand and eat sandwich and play at the ground."
5534,A woman is seen speaking to the camera and follows into several shots of people performing water sports.
5536,We see a bright pink opening screen.
5537,We see a piece of cloth on a table outdoors as a lady sets two books on the cloth and wraps them in the fabric.
5538,We see a piece of cloth on a table outdoors as a lady sets two books on the cloth and wraps them in the fabric. The lady folds the ends of the cloth and tie them like a purse handle.
5539,A woman is seen standing with a tied up dog outside and begins scrubbing the dog down with soap. The woman moves the dog a bit while scrubbing and shows another dog looking at the camera.
5540,A car wash structure is shown. A woman in a pink shirt cleans the back of a truck.
5541,A woman in a pink shirt cleans the back of a truck. A big truck goes through the car wash.
5542,A black sedan is parked by the detail shop area. A young man sprays down a white truck.
5543,A woman cleans the window of a big truck. A young man cleans a nissan and its license plate area.
5544,A woman holds a bottle in front of her face and puts two contacts into separate eyes.
5545,A woman holds a bottle in front of her face and puts two contacts into separate eyes. She then puts a hat on and presents herself to the camera.
5546,"Two girls prepares to jump rope, then the girls do a cartwheel and land on the floor to jump while two ladies turn two ropes."
5547,A woman is wiping a wall with a rag. They roll up paper and dip it in water.
5548,A woman is wiping a wall with a rag. They roll up paper and dip it in water. They stick the paper to the wall.
5549,A person is seen kneeling before an object and using a torch and adjusting the settings on the machine.
5550,A man named russ is standing in a shop called out-n-back bicycle specialist and is holding a tire as he talks. A few colorful screens display with words on them.
5551,Two kids are standing on a wind kite on the grass.
5552,A gymnast is seen standing up on a set of uneven bars.
5553,"Once he is finished, the man is pictured being a goal as an opponent in a red uniform tries to hit the puck in the goal."
5554,A girl is stretching in front of a swimming pool.
5555,A girl is stretching in front of a swimming pool. She steps on a board and dives into the pool.
5556,Men in jerseys bent down on the field trying to figure out a play.
5557,People dance in a studio while a trainer shows a sign.
5558,An asian woman is shown in different pictures wearing different outfits.
5559,"She sits down and begins to part her hair and start braiding it, she slowly grabs more and more into her braid."
